CUSTOMER_ID,REVIEW_ID,PRODUCT_PART_NUMBER,REVIEW_TITLE,REVIEW_TXT,IS_RECOMMENDED,MODERATION_STATUS,RATING,TOTAL_NEGATIVE_FEEDBACK_COUNT,TOTAL_POSITIVE_FEEDBACK_COUNT,USER_NICKNAME,SUBMISSION_TM,LAST_MODERATED_TM,LAST_MODIFICATION_TM,SOURCE,OPT_COUNTER,CAMPAIGN_ID,USER_LOCATION,NET_PROMOTER_SCORE,NET_PROMOTER_COMMENT,REPLICATION_SYNCED,LEGAL_COMPANY_DESCRIPTION
39851473,265452391,106277,,,false,APPROVED,4,0,0,*** PII ***,2025-05-15 01:32:43.000,2025-05-15 01:45:17.000,2025-05-15 01:45:28.386,bazaarvoice,26,REMINDER_PIE,*** PII ***,,,2025-06-09 17:23:14.331,Retail
39907315,202645980,105676,Great product with a little work,"It’s great. But, it’s a little shallow. 5 inch’s water depth. I put mine in a 55 gallon breeder tank. I cut out a plexiglass for the bottom and sides so that I could raise the depth to 6 inch’s. I use mine in a tank with firebelly newts. Since I made basically a plexiglass glass box it will be easily removed for cleaning. The space for the mister in the waterfall was a great idea too.",true,APPROVED,5,0,1,*** PII ***,2018-09-02 00:12:47.000,2018-09-02 00:30:37.000,2021-04-14 18:15:29.362,bazaarvoice,1246,BV_PIE,*** PII ***,10,Prices,2025-06-09 17:23:14.331,Retail
11045491,259896659,103744,,,false,APPROVED,5,0,0,*** PII ***,2024-12-15 22:31:02.000,2024-12-15 22:45:22.000,2024-12-15 22:45:33.992,bazaarvoice,186,PIE,*** PII ***,,,2025-06-09 17:23:14.331,Retail
17415022,180468483,103814,rabbit cages & guinea pig home,"I was so impressed with the next day delivery on my two rabbit cages and guinea pig play yard.



I also appreciated the call I received when I had order two cages. One in the morning and one in late afternoon. The fact that you caught that and called to see if it may have been an error is so on the spot service.



I will be doing further business with ""Chewy"" and thank you so much.



Ginny",true,REJECTED,5,0,0,*** PII ***,2017-06-02 17:25:58.000,2017-06-02 22:15:56.000,2017-09-02 05:38:35.875,bazaarvoice,1248,BV_PIE,*** PII ***,10,Top notch service,2025-06-09 17:23:14.331,Retail
44713489,204259097,108408,My dog didn’t like that food,Hi to whom it may concern I was shock that my dog didn’t like the food I served it the next day I got it and for some reason he didn’t like it so I thought he was sick so I called my vet and he told me that my dog was find so I try to give him food again and he still didn’t like it I’m wondering if his allergy to this food so I when to the store and bought him different good and we was eating so I don’t know what’s in this food that he won’t eat,true,APPROVED,4,0,2,*** PII ***,2018-11-03 20:27:02.000,2018-11-04 17:15:40.000,2019-02-02 06:55:07.005,bazaarvoice,1245,BV_PIE,*** PII ***,5,Because my dog doesn’t like it,2025-06-09 17:23:14.331,Retail
14733666,183996746,107520,Nice training lead,"Holding up well, my GSD pup is a powerhouse especially when the cat is involved. Thankfully she's improving!

Only issue I have with this is that I should of gotten 20' instead of the 30' so it took awhile to get adjusted to the length",true,APPROVED,5,0,0,*** PII ***,2017-08-02 18:39:05.000,2017-08-03 17:30:15.000,2022-04-27 01:00:26.207,bazaarvoice,1245,BV_PIE,*** PII ***,,,2025-06-09 17:23:14.331,Retail
14678522,174204974,104015,Love it it is just right,I love this leash and so does my put it gives him just enough room to do what he needs to do he doesn't pull at all hardly,true,APPROVED,5,0,1,*** PII ***,2017-03-18 04:05:32.000,2017-03-18 14:15:50.000,2017-06-17 06:07:30.794,bazaarvoice,1248,BV_PIE,*** PII ***,10,Easy to work with very nice,2025-06-09 17:23:14.331,Retail
40405544,218579003,106035,choking hazard,"I don't know if it is because my dog is a pug but I bought these treats for both my pugs and they couldn't chew without choking, maybe they are meant for bigger dogs, it was very scary.",true,REJECTED,1,0,0,*** PII ***,2020-04-07 21:00:25.000,2020-04-08 09:15:03.000,2022-04-26 12:15:27.453,bazaarvoice,1245,,*** PII ***,10,,2025-06-09 17:23:14.331,Retail
9771981,227168290,106152,Depends on your cat's taste,"This looked and smelled really good, my cats were just not interested. They don't generally like foods or treats with gravy.",true,APPROVED,4,0,0,*** PII ***,2020-12-23 20:22:34.000,2020-12-23 21:24:01.000,2024-12-22 20:30:26.726,bazaarvoice,1246,,*** PII ***,,,2025-06-09 17:23:14.331,Retail
10047852,173876636,106893,This harness leash is a perfect combo,I am very pleased with this. I have never used a lead like this and both Ella and I love it. It requires a bit of patience learning how to put it on the first few times but then it's quick.,true,APPROVED,5,0,0,*** PII ***,2017-03-14 21:43:21.000,2017-03-15 15:47:31.000,2017-06-17 06:05:16.083,bazaarvoice,1245,BV_PIE,*** PII ***,10,"Prompt service, superb phone and written communications",2025-06-09 17:23:14.331,Retail
23212141,206130775,106130,Awesome product,This is easy and quick to install.  No instructions needed just common sense.  We have six love birds and they love these perches.,true,APPROVED,5,0,1,*** PII ***,2019-01-13 21:37:54.000,2019-01-15 21:30:12.000,2019-04-20 05:41:56.607,bazaarvoice,1245,,*** PII ***,10,,2025-06-09 17:23:14.331,Retail
97322090,231152877,106152,Hartz Treats,"Cats loved them!  Highly recommend. I definitely will be purchasing these again for my cats.  They ""beg"" to be fed these treats.  Easy on their digestive system.",true,APPROVED,5,0,0,*** PII ***,2021-05-16 16:12:37.000,2021-05-16 16:30:37.000,2023-12-14 17:30:24.442,bazaarvoice,1232,,*** PII ***,10,,2025-06-09 17:23:14.331,Retail
12468061,209593857,104293,Great deal,"I didn’t think these would hold up to my 140 pound German Shepherd, but they are great.  The squeakiest are a thrill to him.",true,APPROVED,5,0,0,*** PII ***,2019-05-28 13:29:23.000,2019-05-28 18:00:39.000,2021-11-05 03:00:30.324,bazaarvoice,1248,BV_PIE,*** PII ***,,,2025-06-09 17:23:14.331,Retail
18727571,253831281,104228,,,true,APPROVED,5,0,0,*** PII ***,2024-06-25 21:47:13.000,2024-06-25 22:00:36.000,2024-06-25 22:00:47.441,bazaarvoice,345,PIE,*** PII ***,,,2025-06-09 17:23:14.331,Retail
40552013,239960916,106222,Great product,My dog loves this on her dry food! A couple squirts and she eats all of her food.,true,APPROVED,5,0,0,*** PII ***,2022-06-09 14:17:28.000,2022-06-09 14:46:01.000,2022-09-08 06:05:11.794,bazaarvoice,1136,BV_PIE,*** PII ***,10,,2025-06-09 17:23:14.331,Retail
299007,257534583,104891,Dogs love love love these treats,Both my German Shepherds love this jerky. Extremely high value treat and they will do anything to get it,false,APPROVED,5,0,0,*** PII ***,2024-10-18 20:06:43.000,2024-10-18 20:30:18.000,2024-10-18 20:30:28.277,bazaarvoice,244,LOW_PIE,*** PII ***,,,2025-06-09 17:23:14.331,Retail
92205999,256325708,104808,My Frenchie loves them,"Not only does she love them, but they're easy to break into small pieces so she thinks she's getting 6 treats.   :)",false,APPROVED,5,0,0,*** PII ***,2024-09-20 18:29:33.000,2024-09-20 18:45:25.000,2024-09-20 18:45:35.206,bazaarvoice,274,PIE,*** PII ***,,,2025-06-09 17:23:14.331,Retail
13388519,261127487,1039150,,,false,APPROVED,5,0,0,*** PII ***,2025-01-11 17:10:22.000,2025-01-11 17:15:21.000,2025-01-11 17:30:41.850,bazaarvoice,156,PIE,*** PII ***,,,2025-06-09 17:23:14.331,Retail
19646384,257264739,1041326,,,false,APPROVED,5,0,0,*** PII ***,2024-10-13 12:04:11.000,2024-10-13 12:15:16.000,2024-10-13 12:30:25.418,bazaarvoice,251,PIE,*** PII ***,,,2025-06-09 17:23:14.331,Retail
2293984,185061288,105108,Great deodorizer,This is very inexpensive cleaner. Smells great. Not overpowering!  Does a great job!,true,APPROVED,5,0,7,*** PII ***,2017-08-18 20:20:33.000,2017-08-18 20:45:31.000,2023-11-04 21:00:29.408,bazaarvoice,1246,BV_PIE,*** PII ***,10,,2025-06-09 17:23:14.331,Retail
16520087,257212041,1061470,,,false,APPROVED,4,0,0,*** PII ***,2024-10-11 23:09:24.000,2024-10-11 23:15:12.000,2024-10-11 23:15:23.905,bazaarvoice,252,PIE,*** PII ***,,,2025-06-09 17:23:14.331,Retail
2121068,254651909,1069030,,,false,REJECTED,3,0,0,*** PII ***,2024-07-30 21:09:47.000,2024-07-30 21:30:26.000,2024-07-30 21:30:37.666,bazaarvoice,319,PIE,*** PII ***,8,,2025-06-09 17:23:14.331,Retail
289200025,262865598,1066222,,,false,APPROVED,5,0,0,*** PII ***,2025-02-22 03:42:07.000,2025-02-22 03:45:12.000,2025-02-22 03:45:23.576,bazaarvoice,110,HP_BB,*** PII ***,,,2025-06-09 17:23:14.331,Retail
16446589,204987250,115484,Really big!,First off want to say how much I love chewy and the staff! Second the box is huge allot bigger then what I expected a little to big but my own fault for not measuring BUT I still love it my cats love it and enough space for 3 cats to use! I love it consider buying a standard version next pay check!,true,APPROVED,5,0,2,*** PII ***,2018-12-02 03:24:58.000,2018-12-02 03:45:45.000,2019-03-02 06:57:13.508,bazaarvoice,1244,,*** PII ***,10,,2025-06-09 17:23:14.331,Retail
954159337,263994902,114117,,,false,APPROVED,5,0,0,*** PII ***,2025-03-26 21:53:07.000,2025-03-26 22:00:26.000,2025-03-26 22:30:31.417,bazaarvoice,78,PIE,*** PII ***,,,2025-06-09 17:23:14.331,Retail
2939635,201221291,106222,I was really hoping this would work,"Cats like it, but it made them itch. I am running out of options.i know that this stuff is good I mean how can it not be.",true,APPROVED,4,0,0,*** PII ***,2018-07-15 15:55:28.000,2018-07-15 16:30:25.000,2025-02-06 11:47:07.177,bazaarvoice,1247,BV_PIE,*** PII ***,8,,2025-06-09 17:23:14.331,Retail
934967117,256801193,104440,,,false,APPROVED,5,0,0,*** PII ***,2024-10-01 21:30:28.000,2024-10-01 21:45:26.000,2024-10-01 22:00:34.737,bazaarvoice,262,PIE,*** PII ***,,,2025-06-09 17:23:14.331,Retail
30028837,227265404,104396,Review for ball,Bought 4 ! 2 dogs love them and 2 are a little Leary of them,true,APPROVED,4,0,0,*** PII ***,2020-12-27 15:31:43.000,2020-12-27 16:25:34.000,2021-03-28 05:40:25.655,bazaarvoice,1247,BV_PIE,*** PII ***,10,,2025-06-09 17:23:14.331,Retail
12505556,226488497,107270,Happy kitty,"Cat loves it. Climbs it everyday, shapens nails on post and looks out front window",true,APPROVED,5,0,6,*** PII ***,2020-12-02 15:22:48.000,2020-12-04 00:15:11.000,2024-12-28 04:46:40.343,bazaarvoice,1250,BV_PIE,*** PII ***,10,Got exactly what i wanted delivered 2 my door,2025-06-09 17:23:14.331,Retail
6624174,197515260,107171,Non stick is the word!,Great non stick litter scooper. Very sturdy and great price!,true,APPROVED,5,0,0,*** PII ***,2018-02-22 19:54:49.000,2018-02-23 08:00:22.000,2018-05-26 05:39:43.511,bazaarvoice,1245,BV_PIE,*** PII ***,10,The fasted shipping ever and great prices!,2025-06-09 17:23:14.331,Retail
953402446,263609760,1062446,Durable and adorable,My Cavalier pup lives to pounce and has just learned how to make this Buddy Bear squeak!  He is 4 months old and this is his favorite!!,false,APPROVED,5,0,0,*** PII ***,2025-03-15 19:55:23.000,2025-03-17 23:15:20.000,2025-03-17 23:15:33.852,bazaarvoice,87,REMINDER_PIE,*** PII ***,,,2025-06-09 17:23:14.331,Retail
138967173,255401296,104293,,,false,APPROVED,5,0,0,*** PII ***,2024-08-30 23:11:22.000,2024-08-30 23:15:12.000,2024-08-30 23:30:22.602,bazaarvoice,285,PIE,*** PII ***,,,2025-06-09 17:23:14.331,Retail
138497723,263457446,1040934,,,false,APPROVED,5,0,0,*** PII ***,2025-03-11 20:25:30.000,2025-03-11 20:30:21.000,2025-03-11 20:45:33.683,bazaarvoice,94,PIE,*** PII ***,,,2025-06-09 17:23:14.331,Retail
2610918,257676397,106343,,,false,APPROVED,4,0,0,*** PII ***,2024-10-21 20:57:13.000,2024-10-21 21:00:20.000,2024-10-21 21:15:30.465,bazaarvoice,241,PIE,*** PII ***,,,2025-06-09 17:23:14.331,Retail
34085353,239729460,106343,Excellent delivery service,my Lucy has eaten this food for years and Loves it.,true,APPROVED,5,0,0,*** PII ***,2022-05-29 18:16:54.000,2022-05-29 18:45:15.000,2022-08-28 05:47:48.871,bazaarvoice,1147,BV_PIE,*** PII ***,10,,2025-06-09 17:23:14.331,Retail
29100868,215540688,104293,Good chew toys.,My dog loves to attack a squeaker. This toy only lasted about 20 minutes.,false,APPROVED,2,0,0,*** PII ***,2019-12-19 06:05:25.000,2019-12-19 06:30:25.000,2020-03-18 05:38:59.169,bazaarvoice,1247,BV_PIE,*** PII ***,10,Fair price. Good service. Good products.,2025-06-09 17:23:14.331,Retail
2567988,256304578,106343,Good ingredients,My dog loves it! He’s got a lot of skin issues and it was hard finding something that didn’t make him itch. Since starting this brand his itching has almost all disappeared.,false,APPROVED,5,0,0,*** PII ***,2024-09-20 01:35:00.000,2024-09-20 04:00:08.000,2024-09-20 04:00:18.565,bazaarvoice,274,PIE,*** PII ***,,,2025-06-09 17:23:14.331,Retail
46847332,211306755,104293,Not  great for dogs who love to chew,My australian shepherd puppy chewed through all three of the animals and pulled out the thing that makes them squeak.,true,APPROVED,2,0,0,*** PII ***,2019-07-17 20:03:26.000,2019-07-19 13:00:45.000,2019-10-16 05:33:56.250,bazaarvoice,1247,,*** PII ***,10,,2025-06-09 17:23:14.331,Retail
19330405,255551339,109317,,,false,APPROVED,1,0,0,*** PII ***,2024-09-02 20:43:30.000,2024-09-02 20:45:18.000,2024-09-02 20:45:28.704,bazaarvoice,285,PIE,*** PII ***,,,2025-06-09 17:23:14.331,Retail
144853243,262874868,109827,,,false,APPROVED,5,0,0,*** PII ***,2025-02-22 15:30:19.000,2025-02-22 15:47:55.000,2025-02-22 15:48:06.647,bazaarvoice,110,HP_BB,*** PII ***,,,2025-06-09 17:23:14.331,Retail
95756437,246161897,109827,Awesome Treat,"Our cat loves these treats.  He comes running when he hears the package being opened.  He loves every flavor, but wishes they were bigger lol",true,APPROVED,5,0,0,*** PII ***,2023-05-17 15:21:46.000,2023-05-17 15:47:30.000,2023-05-17 15:51:06.129,bazaarvoice,775,BV_PIE,*** PII ***,,,2025-06-09 17:23:14.331,Retail
31198028,263955068,1098382,Good Option,My 10 month old labrador did perfect the first time I went to train her to the harness at home. Out in public is another story. But it helps and she is learning. She just gets excited when she thinks she is going to get attention...and she thinks EVERBODY wants to give her attention. I've never used a harness in the past but would recommend this harness to others.,false,APPROVED,5,0,1,*** PII ***,2025-03-25 17:11:34.000,2025-03-25 17:30:19.000,2025-06-03 00:43:34.308,bazaarvoice,79,PIE,*** PII ***,,,2025-06-09 17:23:14.331,Retail
90846053,264164418,1113654,Excellent Fabric,My dog loves it,false,APPROVED,5,0,0,*** PII ***,2025-04-01 14:01:26.000,2025-04-01 14:34:04.000,2025-04-01 14:34:15.703,bazaarvoice,71,REMINDER_PIE,*** PII ***,,,2025-06-09 17:23:14.331,Retail
296132135,257929960,109827,,,false,APPROVED,1,0,0,*** PII ***,2024-10-28 06:47:54.000,2024-10-28 07:00:07.000,2024-10-28 07:00:17.335,bazaarvoice,234,PIE,*** PII ***,,,2025-06-09 17:23:14.331,Retail
7614751,179705272,107256,"Small, not great for adult cats.","I don't remember for sure but I may have overlooked the other dimensions because I was focused on the height of the product. Don't make the same mistake. Overall it is very small, probably great for kittens but our adult cats can only set upright on the perches. I got it so two adult cats could lie down and look out the window. Overall the product is ok.",false,APPROVED,3,0,5,*** PII ***,2017-05-22 23:12:04.000,2017-05-24 02:15:52.000,2019-04-03 18:03:36.191,bazaarvoice,1245,PIE,*** PII ***,10,Its easy to use and the prices are right.,2025-06-09 17:23:14.331,Retail
5446513,253967650,138687,,,true,APPROVED,5,0,0,*** PII ***,2024-07-01 23:50:17.000,2024-07-02 00:00:19.000,2024-07-02 00:00:30.864,bazaarvoice,334,PIE,*** PII ***,,,2025-06-09 17:23:14.331,Retail
23283437,195370641,138900,Didn't last long,"Destroyed by my dog in 1 day.  Rope fibers were scary, didn't want my dog swallowing them.",true,APPROVED,2,0,0,*** PII ***,2018-01-14 00:20:08.000,2023-03-01 00:31:33.000,2025-03-01 01:30:27.567,bazaarvoice,1239,BV_PIE,*** PII ***,10,Great service & fast delivery,2025-06-09 17:23:14.331,Retail
11342962,259042888,138386,,,false,APPROVED,5,0,0,*** PII ***,2024-11-25 21:03:40.000,2024-11-25 21:15:27.000,2024-11-25 21:15:37.938,bazaarvoice,204,PIE,*** PII ***,,,2025-06-09 17:23:14.331,Retail
929681013,264045879,1382182,,,false,APPROVED,3,0,0,*** PII ***,2025-03-28 19:19:02.000,2025-03-28 19:30:14.000,2025-03-28 19:45:27.493,bazaarvoice,76,ACC,*** PII ***,,,2025-06-09 17:23:14.331,Retail
92813337,249959111,128538,Ms. Picky Eater likes this!,"My little rescue beast...a 13 y.o. cockapoo mix, is very hard to please! But surprise! If I cut this up into small chunks she inhales it.",true,APPROVED,5,0,0,*** PII ***,2023-12-23 15:37:48.000,2023-12-23 17:45:13.000,2023-12-23 17:45:24.560,bazaarvoice,531,PIE,*** PII ***,10,"The ease of front door delivery for all pet food needs is indescribable. The time saved and hassles avoided, make it the wisest choice for busy people.",2025-06-09 17:23:14.331,Retail
